,ExpiryDate,StrikePrice,Stock,StockPrice,PCR
0,2020-08-14,29.691404015890438,T,30.020000457763672,2.0
1,2020-08-21,30.064956226142773,T,30.020000457763672,2.0
2,2020-08-28,29.32579090228379,T,30.020000457763672,2.0
3,2020-09-04,29.134937445561803,T,30.020000457763672,2.0
4,2020-09-11,30.104945054945055,T,30.020000457763672,2.0
5,2020-09-18,31.25315888520477,T,30.020000457763672,2.0
6,2020-10-16,30.861003927961363,T,30.020000457763672,2.0
7,2020-12-18,30.290051159787414,T,30.020000457763672,2.0
8,2021-01-15,33.098876156519985,T,30.020000457763672,2.0
9,2021-03-19,26.981121793624226,T,30.020000457763672,2.0
0,2020-08-14,110.82067381316999,TMUS,115.08999633789062,1.7189542483660132
1,2020-08-21,107.75,TMUS,115.08999633789062,1.7189542483660132
2,2020-08-28,98.60371517027863,TMUS,115.08999633789062,1.7189542483660132
3,2020-09-11,111.43884892086331,TMUS,115.08999633789062,1.7189542483660132
4,2020-09-18,103.51947887680242,TMUS,115.08999633789062,1.7189542483660132
5,2020-11-20,105.37150765504714,TMUS,115.08999633789062,1.7189542483660132
6,2021-01-15,88.98715753424658,TMUS,115.08999633789062,1.7189542483660132
7,2021-02-19,107.58064516129032,TMUS,115.08999633789062,1.7189542483660132
0,2020-08-21,11.163545854075108,ERIC,11.630000114440918,1.694915254237288
1,2020-09-18,12.52670613767093,ERIC,11.630000114440918,1.694915254237288
2,2020-10-16,9.789705376590623,ERIC,11.630000114440918,1.694915254237288
3,2021-01-15,11.541784227837447,ERIC,11.630000114440918,1.694915254237288
0,2020-08-21,11.163545854075108,VZ,58.529998779296875,4.703703703703703
1,2020-08-28,58.295269659536004,VZ,58.529998779296875,4.703703703703703
2,2020-09-11,58.89411764705882,VZ,58.529998779296875,4.703703703703703
3,2020-09-18,12.52670613767093,VZ,58.529998779296875,4.703703703703703
4,2020-10-16,9.789705376590623,VZ,58.529998779296875,4.703703703703703
5,2021-01-15,11.541784227837447,VZ,58.529998779296875,4.703703703703703
0,2020-09-18,11.236339334853369,CIM,8.600000381469727,1.8823529411764706
1,2021-03-19,9.545867393278838,CIM,8.600000381469727,1.8823529411764706
0,2020-08-21,58.156944601150855,O,62.720001220703125,2.033707865168539
1,2020-09-18,59.06855992370457,O,62.720001220703125,2.033707865168539
2,2020-12-18,57.10581834332667,O,62.720001220703125,2.033707865168539
3,2021-01-15,63.54996137911664,O,62.720001220703125,2.033707865168539
4,2021-03-19,57.86508704061895,O,62.720001220703125,2.033707865168539
0,2020-08-14,126.37827404015498,DIS,129.92999267578125,1.9785714285714286
1,2020-09-04,123.7809889742733,DIS,129.92999267578125,1.9785714285714286
2,2020-09-11,132.4368840919756,DIS,129.92999267578125,1.9785714285714286
3,2020-09-18,127.13435577022629,DIS,129.92999267578125,1.9785714285714286
4,2020-09-25,126.67567567567568,DIS,129.92999267578125,1.9785714285714286
5,2020-10-16,119.61993436617568,DIS,129.92999267578125,1.9785714285714286
6,2021-01-15,121.63832690793281,DIS,129.92999267578125,1.9785714285714286
0,2020-08-14,126.37827404015498,NFLX,494.7300109863281,7.925
1,2020-08-28,556.1652304233795,NFLX,494.7300109863281,7.925
2,2020-09-04,123.7809889742733,NFLX,494.7300109863281,7.925
3,2020-09-11,132.4368840919756,NFLX,494.7300109863281,7.925
4,2020-09-18,127.13435577022629,NFLX,494.7300109863281,7.925
5,2020-09-25,126.67567567567568,NFLX,494.7300109863281,7.925
6,2020-10-16,133.83471054075525,NFLX,494.7300109863281,7.925
7,2021-01-15,121.63832690793281,NFLX,494.7300109863281,7.925
0,2020-08-21,11.180402526810637,VZ,58.529998779296875,inf
1,2020-09-18,12.52670613767093,VZ,58.529998779296875,inf
2,2020-10-16,9.789705376590623,VZ,58.529998779296875,inf
3,2021-01-15,12.033179951715741,VZ,58.529998779296875,inf
0,2020-08-21,150.0730688935282,DLR,158.61000061035156,2.076923076923077
1,2020-09-18,153.90603085553997,DLR,158.61000061035156,2.076923076923077
2,2020-10-16,135.7654643381753,DLR,158.61000061035156,2.076923076923077
3,2021-01-15,141.49211218229624,DLR,158.61000061035156,2.076923076923077
0,2020-08-14,27.211993828326722,DAL,27.18000030517578,2.0
1,2020-08-28,27.700649878147846,DAL,27.18000030517578,2.0
2,2020-09-04,26.678571428571427,DAL,27.18000030517578,2.0
3,2020-09-11,23.864406779661017,DAL,27.18000030517578,2.0
4,2020-09-18,31.45253780072707,DAL,27.18000030517578,2.0
5,2020-09-25,28.36842105263158,DAL,27.18000030517578,2.0
6,2020-10-16,23.77920728388342,DAL,27.18000030517578,2.0
7,2020-12-18,28.617355371900825,DAL,27.18000030517578,2.0
8,2021-01-15,40.7669452758144,DAL,27.18000030517578,2.0
9,2021-03-19,32.62782620775883,DAL,27.18000030517578,2.0
0,2020-09-18,22.82978227528343,SAVE,17.280000686645508,1.6451612903225807
1,2021-03-19,16.873330365093498,SAVE,17.280000686645508,1.6451612903225807
0,2020-08-21,6.593537320694986,F,6.860000133514404,1.4814814814814814
1,2020-09-18,7.4964452990975605,F,6.860000133514404,1.4814814814814814
2,2020-09-25,7.163793103448276,F,6.860000133514404,1.4814814814814814
3,2020-12-18,7.498222912517747,F,6.860000133514404,1.4814814814814814
4,2021-01-15,9.701186620065295,F,6.860000133514404,1.4814814814814814
0,2020-08-21,196.35255499567137,BA,170.02000427246094,2.0
1,2020-09-18,191.47164681258926,BA,170.02000427246094,2.0
2,2020-10-16,202.32483073531728,BA,170.02000427246094,2.0
0,2020-08-21,94.73587819576639,ABT,101.2300033569336,1.9929078014184398
1,2020-08-28,100.31392235609103,ABT,101.2300033569336,1.9929078014184398
2,2020-09-11,103.21594877764844,ABT,101.2300033569336,1.9929078014184398
3,2020-09-18,103.29865678875579,ABT,101.2300033569336,1.9929078014184398
4,2020-09-25,100.66666666666667,ABT,101.2300033569336,1.9929078014184398
5,2020-11-20,96.65922619047619,ABT,101.2300033569336,1.9929078014184398
6,2021-01-15,89.33346706543146,ABT,101.2300033569336,1.9929078014184398
7,2021-02-19,95.28775994162714,ABT,101.2300033569336,1.9929078014184398
0,2020-08-14,153.46187897094052,JNJ,148.60000610351562,1.4
1,2020-08-21,155.78701636001747,JNJ,148.60000610351562,1.4
2,2020-09-18,156.94824033973848,JNJ,148.60000610351562,1.4
3,2020-10-16,153.67740833523115,JNJ,148.60000610351562,1.4
4,2021-03-19,155.2063391728373,JNJ,148.60000610351562,1.4
0,2020-08-14,1160.3253086658667,TSLA,1452.7099609375,2.0
1,2020-09-04,1453.7161897295177,TSLA,1452.7099609375,2.0
2,2020-09-18,797.6975002043987,TSLA,1452.7099609375,2.0
3,2020-09-25,1488.25,TSLA,1452.7099609375,2.0
4,2020-10-16,1045.9128882718958,TSLA,1452.7099609375,2.0
5,2020-11-20,1111.3022676628655,TSLA,1452.7099609375,2.0
6,2021-02-19,1493.3333333333333,TSLA,1452.7099609375,2.0
7,2021-03-19,593.8541666666666,TSLA,1452.7099609375,2.0
0,2020-08-14,21.075,SPCE,18.25,1.9142857142857144
1,2020-09-04,23.57237787356322,SPCE,18.25,1.9142857142857144
2,2020-09-11,22.380338078291814,SPCE,18.25,1.9142857142857144
3,2020-09-18,25.06997442794992,SPCE,18.25,1.9142857142857144
4,2020-09-25,19.607142857142858,SPCE,18.25,1.9142857142857144
5,2020-11-20,19.19780761177485,SPCE,18.25,1.9142857142857144
6,2021-01-15,24.585872694247175,SPCE,18.25,1.9142857142857144
0,2020-08-21,8.575,NIO,13.420000076293945,1.9338235294117647
1,2020-08-28,12.6375,NIO,13.420000076293945,1.9338235294117647
2,2020-09-11,13.275,NIO,13.420000076293945,1.9338235294117647
3,2020-09-25,14.48,NIO,13.420000076293945,1.9338235294117647
4,2020-11-20,12.6125,NIO,13.420000076293945,1.9338235294117647
5,2021-01-15,7.049744449626419,NIO,13.420000076293945,1.9338235294117647
6,2021-02-19,11.613852333213597,NIO,13.420000076293945,1.9338235294117647


